prompt,response
"The molecule is a tetracyclic diterpenoid with formula C21H26O3, originally isolated from Tripterygium wilfordii. It has a role as a plant metabolite. It is a gamma-lactone, an aromatic ether, an organic heterotetracyclic compound and a tetracyclic triterpenoid.",CC(C)C1=C(C2=C(C=C1)[C@]3(CCC4=C([C@@H]3CC2)COC4=O)C)OC
"The molecule is a monocarboxylic acid amide resulting from the formal condensation of the carboxy group of 4-{[5-chloro-4-(methylamino)pyrimidin-2-yl]amino}-3-methoxybenzoic acid with the amino group of morpholine. It is an inhibitor of leucine-rich repeat kinase 2 (LRRK2). It has a role as an EC 2.7.11.1 (non-specific serine/threonine protein kinase) inhibitor. It is an aminopyrimidine, a member of morpholines, a monocarboxylic acid amide, an organochlorine compound, a secondary amino compound and an aromatic ether.",CNC1=NC(=NC=C1Cl)NC2=C(C=C(C=C2)C(=O)N3CCOCC3)OC
"The molecule is a dipeptide consisting of glycine having an L-cysteinyl attached to its alpha-amino group. It is an intermediate metabolite in glutathione metabolism. It has a role as a human metabolite, a Saccharomyces cerevisiae metabolite and an Escherichia coli metabolite. It is a tautomer of a L-cysteinylglycine zwitterion.",C([C@@H](C(=O)NCC(=O)O)N)S
"The molecule is a 1-phosphatidyl-1D-myo-inositol 3,4,5-trisphosphate(7-) in which the phosphatidyl acyl groups at positions 1 and 2 are both specified as hexadecanoyl (palmitoyl). It is a conjugate base of a 1,2-dihexadecanoyl-sn-glycero-3-phospho-(1D-myo-inositol-3,4,5-trisphosphate).",CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OC1[C@@H]([C@H](C([C@H]([C@H]1O)OP(=O)([O-])[O-])OP(=O)([O-])[O-])OP(=O)([O-])[O-])O)OC(=O)CCCCCCCCCCCCCCC
"The molecule is an unsaturated fatty acyl-CoA that results from the formal condensation of the thiol group of coenzyme A with the carboxy group of (2E,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoic acid. It is an unsaturated fatty acyl-CoA and a very long-chain fatty acyl-CoA. It is a conjugate acid of a (2E,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA(4-).",CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
The molecule is a linear amino tetrasaccharide comprising 2-O-demethyl-beta-anthrose at the non-reducing end and two alpha-L-rhamnose units joined by sequential (1->3)- and (1->2)-linkages.,C[C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H](O[C@H]([C@@H]2O)O[C@@H]3[C@H]([C@@H](O[C@H]([C@@H]3O)O)C)O)C)O)O)O)NC(=O)CC(C)(C)O
"The molecule is an aldehyde consisting of phenylacetaldehyde having three hydroxy substituents located at the alpha-, 3- and 4-positions It has a role as a metabolite, a neurotoxin and a mouse metabolite. It is a member of catechols and an aldehyde.",C1=CC(=C(C=C1C(C=O)O)O)O
The molecule is a dipeptide obtained by formal condensation of the carboxy group of L-serine with the amino group of L-threonine. It derives from a L-serine and a L-threonine.,C[C@H]([C@@H](C(=O)O)NC(=O)[C@H](CO)N)O
The molecule is an acyl-CoA having 2-furoyl as the S-acyl group. It derives from a coenzyme A and a 2-furoic acid. It is a conjugate acid of a 2-furoyl-CoA(4-).,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)C4=CC=CO4)O
The molecule is a thiamine phosphate. It has a role as a Saccharomyces cerevisiae metabolite and a human metabolite. It is a conjugate base of a thiamine(1+) diphosphate.,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCOP(=O)(O)OP(=O)(O)[O-]
The molecule is an optically active form of 2-hydroxybutyric acid having (S)-configuration. It is a 2-hydroxybutyric acid and a (2S)-2-hydroxy monocarboxylic acid. It is a conjugate acid of a (S)-2-hydroxybutyrate. It is an enantiomer of a (R)-2-hydroxybutyric acid.,CC[C@@H](C(=O)O)O
The molecule is the trioxilin anion that is the anion formed from trioxilin A3 by deprotonation of its carboxylic acid moiety; major microspecies present at pH 7.3. It is a conjugate base of a trioxilin A3.,CCCCC/C=C\\C[C@@H]([C@@H](/C=C/C(C/C=C\\CCCC(=O)[O-])O)O)O
The molecule is an optically active form of limonene having (4R)-configuration. It has a role as a plant metabolite. It is an enantiomer of a (4S)-limonene.,CC1=CC[C@@H](CC1)C(=C)C
"The molecule is a 1-phenyl-2,3,4,5-tetrahydro-1H-3-benzazepine-7,8-diol that is the S-enantiomer of SKF 38393. It is a conjugate base of a (S)-SKF 38393(1+). It is an enantiomer of a (R)-SKF 38393.",C1CNC[C@H](C2=CC(=C(C=C21)O)O)C3=CC=CC=C3
The molecule is the dianion resulting from the removal of both protons from the arsenate group of arseno-mycothiol. It is a conjugate base of an arseno-mycothiol(1-).,CC(=O)N[C@@H](CS[As](=O)([O-])[O-])C(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OC2[C@@H]([C@H](C([C@H]([C@H]2O)O)O)O)O)CO)O)O
The molecule is a member of the class of sulfamides that is N-phenylsulfuric diamide substituted by two methyl groups at the amino nitrogen atom. It is a metabolite of the agrochemical dichlofluanid. It has a role as a marine xenobiotic metabolite.,CN(C)S(=O)(=O)NC1=CC=CC=C1
"The molecule is an aromatic amine that is pyridine bearing a single amino substituent at position 4. An orphan drug in the US, it is used to improve walking in adults with multiple sclerosis. It has a role as an avicide, a potassium channel blocker and an orphan drug. It is an aromatic amine and an aminopyridine.",C1=CN=CC=C1N
The molecule is a phenolate anion that is the conjugate base of catecholate(1-). It has a role as a plant metabolite. It is a conjugate base of a catecholate(1-).,C1=CC=C(C(=C1)[O-])[O-]
The molecule is a fatty acyl-AMP(1-) obtained by deprotonation of the phosphate OH group of tetradecanoyl-AMP; major species at pH 7.3. It is a saturated fatty acyl-AMP(1-) and a long-chain fatty acyl-AMP(1-). It is a conjugate base of a tetradecanoyl-AMP.,CCCCCCCCCCCCCC(=O)OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O
"The molecule is a nucleotide-sugar oxoanion that is the conjugate base of UDP-N,N'-diacetylbacillosamine, having an anionic diphosphate function; major microspecies present at pH 7.3. It is a conjugate base of an UDP-N,N'-diacetylbacillosamine.",C[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OP(=O)([O-])OP(=O)([O-])OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)NC(=O)C)O)NC(=O)C
"The molecule is a member of the class of phenanthrolines that is 4,7-diphenyl-1,10-phenanthroline carrying two additional sulfo substituents at positions 4' and 4'' It has a role as an iron chelator. It is a member of phenanthrolines and an arenesulfonic acid. It derives from a hydride of a 4,7-diphenyl-1,10-phenanthroline.",C1=CC(=CC=C1C2=C3C=CC4=C(C=CN=C4C3=NC=C2)C5=CC=C(C=C5)S(=O)(=O)O)S(=O)(=O)O
"The molecule is an organic heterotetracyclic compound with formula C23H27ClO7 isolated from Chaetomium globosum. It is a diastereoisomer of chaetomugilin A (which has a significantly different optical rotation). It has a role as a Chaetomium metabolite. It is an enone, a lactol, a delta-lactone, an organochlorine compound and an organic heterotetracyclic compound.",CC1C(OC(=O)C2C1(OC3(C2C4=COC(=CC4=C(C3=O)Cl)/C=C/C(C)C(C)O)C)O)C
"The molecule is an aminoquinoline that is 1,3-di(piperazin-1-yl)propane in which the nitrogen at position 4 of each of the piperazine moieties is replaced by a 7-chloroquinolin-4-yl group. It has a role as an antimalarial. It is a N-arylpiperazine, an organochlorine compound and an aminoquinoline.",C1CN(CCN1CCCN2CCN(CC2)C3=C4C=CC(=CC4=NC=C3)Cl)C5=C6C=CC(=CC6=NC=C5)Cl
"The molecule is a member of the class of 4-pyridones that is nygerone B in which the N-phenyl substituent has been fluorinated at the para position. It has been isolated from Aspergillus niger ATCC 1015. It has a role as an Aspergillus metabolite. It is a monocarboxylic acid amide, a member of 4-pyridones, a member of monofluorobenzenes and a biaryl. It derives from a nygerone B.",C1=CC=C(C=C1)CC2=CC(=O)C(=CN2C3=CC=C(C=C3)F)C(=O)N
"The molecule is pentaanion of (R)-methylmalonyl-CoA arising from deprotonation of phosphate, diphosphate and carboxylic acid functions. It has a role as a human metabolite. It is a conjugate base of a (R)-methylmalonyl-CoA.",C[C@H](C(=O)[O-])C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O
The molecule is a 2-oxo monocarboxylic acid. It derives from a 2-oxoglutaramic acid. It is a conjugate acid of a N-methyl-2-oxoglutaramate.,CNC(=O)CCC(=O)C(=O)O
"The molecule is a derivative of L-tyrosine having a methyl group at the alpha-position and an additional hydroxy group at the 3-position on the phenyl ring. It has a role as a hapten, an antihypertensive agent, an alpha-adrenergic agonist, a peripheral nervous system drug and a sympatholytic agent. It is a L-tyrosine derivative and a non-proteinogenic L-alpha-amino acid.",C[C@](CC1=CC(=C(C=C1)O)O)(C(=O)O)N
The molecule is a glycoside that consists of the linear trisaccharide beta-D-Manp-(1->2)-beta-D-Manp-(1->2)-alpha-D-Manp having a 2-aminoethoxy moiety at the reducing-end anomeric centre. It derives from a beta-D-Manp-(1->2)-beta-D-Manp-(1->2)-alpha-D-Manp and an ethanolamine.,C(CO[C@@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O[C@H]2[C@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)N
"The molecule is a 3-sn-phosphatidyl-L-serine in which the two phosphatidyl acyl groups are specified as lauroyl (dodecanoyl). It is a 3-sn-phosphatidyl-L-serine and a dodecanoate ester. It is a conjugate acid of a 1,2-dilauroyl-sn-glycero-3-phosphoserine(1-).",CCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@@H](C(=O)O)N)OC(=O)CCCCCCCCCCC
"The molecule is a very long-chain primary fatty alcohol that is tetracosane in which a hydrogen attached to one of the terminal carbons is replaced by a hydroxy group. It has been isolated from a variety of plants, including grape seeds, evening primrose (Oenothera biennis), pitaya fruits (Hylocereus polyrhizus and Hylocereus undatus), and the flowers of Arabian jasmine (Jasminum sambac). It has a role as a plant metabolite. It is a fatty alcohol 24:0 and a very long-chain primary fatty alcohol. It derives from a hydride of a tetracosane.",CCCCCCCCCCCCCCCCCCCCCCCCO
"The molecule is a carbohydrate-containing antibiotic isolated from the fermentation broth of Trichothecium sp. It exhibits marked antifungal activity against the Candida species. It has a role as a metabolite and an antifungal agent. It is a member of resorcinols, a member of benzyl alcohols, a secondary alcohol, a carboxylic ester, a glycoside, a disaccharide derivative and a carbohydrate-containing antibiotic. It derives from an all-trans-7-hydroxyhexadeca-2,4,8,10-tetraenoic acid and a (2E,4Z)-8-hydroxydeca-2,4-dienoic acid.",CCCCC/C=C/C=C/C(C/C=C/C=C/C(=O)O[C@@H]1[C@H]([C@@H](O[C@@H]([C@H]1O[C@H]2[C@@H]([C@H]([C@@H](O2)[C@@H](COC(=O)/C=C/C=C\\CCC(CC)O)O)O)O)CO)OC3=C(C=C(C=C3O)O)CO)O)O
The molecule is dianion of N-acetylphosphinothricin obtained by deprotonation of carboxylic acid and phosphinate functions. It is a conjugate base of a N-acetylphosphinothricin.,CC(=O)NC(CCP(=O)(C)[O-])C(=O)[O-]
"The molecule is a member of the class of 1-benzofurans that is a lignan obtained by cyclodimerisation of ferulic acid. It has a role as a bacterial xenobiotic metabolite. It is an alpha,beta-unsaturated monocarboxylic acid, a member of 1-benzofurans, an aldehyde, a lignan and a member of guaiacols. It derives from a ferulic acid. It is a conjugate acid of a (+)-DCA-CL(1-). It is an enantiomer of a (-)-DCA-CL.",COC1=CC(=CC2=C1O[C@@H]([C@H]2C=O)C3=CC(=C(C=C3)O)OC)/C=C/C(=O)O
"The molecule is a member of the class of ethanolamines that is aminoethanol in which the hydrogens of the amino group are replaced by ethyl groups. It is a member of ethanolamines, a tertiary amino compound and a primary alcohol. It derives from an ethanolamine. It derives from a hydride of a triethylamine.",CCN(CC)CCO
The molecule is an enoate ester obtained by formal condensation of the carboxy group of methacrylic acid with the hydroxy group of glycidol. It is an enoate ester and an epoxide. It derives from a methacrylic acid and a glycidol.,CC(=C)C(=O)OCC1CO1
"The molecule is a carbamate ester that is phenyl methylcarbamate which is substituted by a chloro group at position 2 and by methyl groups at positions 4 and 5, respectively. It is an insecticide used in the the control of poultry ectoparasites. It has a role as a carbamate insecticide, an EC 3.1.1.7 (acetylcholinesterase) inhibitor and an acaricide. It is a member of monochlorobenzenes and a carbamate ester.",CC1=CC(=C(C=C1C)Cl)OC(=O)NC
The molecule is a hydrochloride that is the dihydrochloride of ethylenediamine. It has a role as an allergen. It derives from an ethylenediamine.,C(CN)N.Cl.Cl
The molecule is an (omega-1)-hydroxy fatty acid ascaroside obtained by formal condensation of the alcoholic hydroxy group of (17R)-17-hydroxystearic acid with ascarylopyranose (the alpha anomer). It is a metabolite of the nematode Caenorhabditis elegans. It has a role as a Caenorhabditis elegans metabolite. It is a monocarboxylic acid and an (omega-1)-hydroxy fatty acid ascaroside. It derives from a (R)-17-hydroxyoctadecanoic acid. It is a conjugate acid of an ascr#32(1-).,C[C@H]1[C@@H](C[C@H]([C@@H](O1)O[C@H](C)CCCCCCCCCCCCCCCC(=O)O)O)O
"The molecule is a 3-[2-chloro-4-(methylsulfonyl)benzoyl]-4-(phenylthio)bicyclo[3.2.1]oct-3-en-2-one that has (1R,5S) configuration. The proherbicide benzobicyclon is a racemate consisting of equimolar amounts of this compound and its enantiomer. It is an enantiomer of a (1S,5R)-benzobicyclon.",CS(=O)(=O)C1=CC(=C(C=C1)C(=O)C2=C([C@H]3CC[C@H](C3)C2=O)SC4=CC=CC=C4)Cl
"The molecule is a member of the class of furans that is furan-2-ol in which the hydrogen at position 5 has been replaced by a undeca-3,5,7-trien-1-yl group. The configuration of the undecatrienyl double bonds is not stated. It has a role as an antifungal agent and a fungal metabolite.",CCC/C=C/C=C/C=C/CCC1=CC=C(O1)O
The molecule is an S-substituted glutathione that is glutathione in which the hydrogen of the thiol has been replaced by a hexyl group (PDB entry: 1PN9).,CCCCCCSC[C@@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)N
"The molecule is a phosphatidylethanolamine in which the phosphatidyl acyl groups at C-1 and C-2 are palmitoyl and oleoyl respectively. It is a phosphatidylethanolamine and a (18R,21S)-24-amino-21-hydroxy-21-oxido-15-oxo-16,20,22-trioxa-21lambdalambda(5)-phosphatetracosan-18-yl icosanoate.",CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\\CCCCCCCC
The molecule is a alpha-D-GalpA-(1->4)-D-GalpA in which the anomeric hydroxy group has alpha- configuration. It has a role as a bacterial xenobiotic metabolite. It is a conjugate acid of an alpha-D-GalpA-(1->4)-alpha-D-GalpA(2-).,[C@@H]1([C@H]([C@H](O[C@@H]([C@@H]1O)O[C@@H]2[C@@H]([C@H]([C@H](O[C@@H]2C(=O)O)O)O)O)C(=O)O)O)O
"The molecule is an RNA fragment comprised of six cytidine, seven guanosine, seven adenosine and five uridine residues connected by 3'->5' phosphodiester linkages in the sequence C-G-A-A-A-G-U-C-C-G-A-U-C-G-G-C-G-U-A-A-U-G-U-C-A. It has a role as an epitope.",C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C4N=C(NC5=O)N)O)OP(=O)(O)OC[C@@H]6[C@H]([C@H]([C@@H](O6)N7C=NC8=C(N=CN=C87)N)O)OP(=O)(O)OC[C@@H]9[C@H]([C@H]([C@@H](O9)N1C=NC2=C(N=CN=C21)N)O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=NC2=C(N=CN=C21)N)O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=NC2=C1N=C(NC2=O)N)O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=CC(=O)NC1=O)O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=CC(=NC1=O)N)O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=CC(=NC1=O)N)O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=NC2=C1N=C(NC2=O)N)O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=NC2=C(N=CN=C21)N)O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=CC(=O)NC1=O)O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=CC(=NC1=O)N)O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=NC2=C1N=C(NC2=O)N)O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=NC2=C1N=C(NC2=O)N)O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=CC(=NC1=O)N)O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=NC2=C1N=C(NC2=O)N)O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=CC(=O)NC1=O)O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=NC2=C(N=CN=C21)N)O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=NC2=C(N=CN=C21)N)O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=CC(=O)NC1=O)O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=NC2=C1N=C(NC2=O)N)O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=CC(=O)NC1=O)O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=CC(=NC1=O)N)O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=NC2=C(N=CN=C21)N)O)OP(=O)(O)O)O
"The molecule is a member of the class of xanthones that is 9H-xanthen-9-one substituted by hydroxy groups at positions 1, 2, 6 and 8. It has a role as a plant metabolite. It is a member of xanthones and a polyphenol.",C1=CC2=C(C(=C1O)O)C(=O)C3=C(C=C(C=C3O2)O)O
"The molecule is a taxane diterpenoid that is taxa-4(20),11-diene in which the 5alpha, 9alpha, 10beta and 13alpha hydrogens have been replaced by acetoxy groups. It is a prominent secondary metabolite of yew heartwood. It has a role as a metabolite. It is a taxane diterpenoid, an acetate ester and a carbotricyclic compound.",CC1=C2[C@H]([C@@H]([C@@]3(CC[C@@H](C(=C)[C@H]3C[C@@H](C2(C)C)C[C@@H]1OC(=O)C)OC(=O)C)C)OC(=O)C)OC(=O)C
The molecule is an alpha-amino acid that is valeric acid which is substituted at position 2 by an amino group. It derives from a valeric acid.,CCCC(C(=O)O)N
"The molecule is a benzoxadiazole that is 2,1,3-benzoxadiazole which is substituted at positions 4 and 7 by (5-carboxypentyl)amino and nitro groups, respectively. It has a role as a fluorochrome. It is a benzoxadiazole, a C-nitro compound, a secondary amino compound and an epsilon-amino acid.",C1=C(C2=NON=C2C(=C1)[N+](=O)[O-])NCCCCCC(=O)O
The molecule is an organosulfinic acid that is benzenesulfinic acid in which the hydrogen at position 2 has been replaced by a 2-hydroxyphenyl group. It is a member of hydroxybiphenyls and an organosulfinic acid. It is a conjugate acid of a 2'-hydroxybiphenyl-2-sulfinate.,C1=CC=C(C(=C1)C2=CC=CC=C2S(=O)O)O
The molecule is an (S)-nicotine N(1')-oxide in which the N(1')-methyl group is on the opposite side of the pyrrolidine ring to the pyridine substituent. The major species at pH 7.3.,C[N@@+]1(CCC[C@H]1C2=CN=CC=C2)[O-]
"The molecule is a benzamide obtained by formal condensation of the carboxy group of 4-[(2-methylhydrazino)methyl]benzoic acid with the amino group of isopropylamine. An antineoplastic chemotherapy drug used for treatment of Hodgkin's lymphoma. Metabolism yields azo-procarbazine and hydrogen peroxide, which results in the breaking of DNA strands. It has a role as an antineoplastic agent. It is a member of hydrazines and a member of benzamides. It is a conjugate base of a procarbazine(1+).",CC(C)NC(=O)C1=CC=C(C=C1)CNNC
"The molecule is a linear amino pentasaccharide consisting of alpha-fucosyl, beta-galactosyl, beta-glucosaminyl, beta-galactosyl and glucose units connected via sequential (1->2)-, (1->4)-, (1->3)- and (1->4)-linkages. It is an amino pentasaccharide and a glucosamine oligosaccharide.",C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@H]2O[C@@H]3[C@H](O[C@H]([C@@H]([C@H]3O)NC(=O)C)O[C@H]4[C@H]([C@H](O[C@H]([C@@H]4O)O[C@@H]5[C@H](OC([C@@H]([C@H]5O)O)O)CO)CO)O)CO)CO)O)O)O)O)O
The molecule is a medium chain fatty acyl-CoA(4-) arising from deprotonation of the phosphate and diphosphate functions of 2-hydroxy-3-methylundecanoyl-CoA; major species at pH 7.3. It derives from a 3-methylundecanoyl-CoA(4-). It is a conjugate base of a 2-hydroxy-3-methylundecanoyl-CoA.,CCCCCCCCC(C)C(C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O)O
